Taxon,Divergence
 GCA_009936175.1,Pseudomonadota
 GCA_011317445.1,Pseudomonadota
 GCA_013240295.1,Pseudomonadota
 GCA_900113935.1,Pseudomonadota
 GCA_001889605.1,Pseudomonadota
 GCA_900177325.1,Pseudomonadota
 GCA_900114255.1,Pseudomonadota
 GCA_002284575.1,Pseudomonadota
 GCA_900099905.1,Pseudomonadota
 GCA_002284565.1,Pseudomonadota
 GCA_007830515.1,Pseudomonadota
 GCA_003034915.1,Pseudomonadota
 GCA_000350085.1,Pseudomonadota
 GCA_014207355.1,Pseudomonadota
 GCA_000176035.2,Pseudomonadota
 GCA_014189455.1,Pseudomonadota
 GCA_000009625.1,Pseudomonadota
 GCA_900103325.1,Pseudomonadota
 GCA_001510895.1,Pseudomonadota
 GCA_014201615.1,Pseudomonadota
 GCA_002075885.1,Pseudomonadota
 GCA_014138625.1,Pseudomonadota
 GCA_003148475.1,Pseudomonadota
 GCA_000236565.2,Pseudomonadota
 GCA_000374465.1,Pseudomonadota
 GCA_001293565.1,Pseudomonadota
 GCA_004331955.1,Pseudomonadota
 GCA_007992095.1,Pseudomonadota
 GCA_003337715.1,Pseudomonadota
 GCA_004912165.1,Pseudomonadota
 GCA_000621665.1,Pseudomonadota
 GCA_001939045.1,Pseudomonadota
 GCA_000732195.1,Pseudomonadota
 GCA_002968635.1,Pseudomonadota
 GCA_002968575.1,Pseudomonadota
 GCA_902153245.3,Pseudomonadota
 GCA_014196515.1,Pseudomonadota
 GCA_900099775.1,Pseudomonadota
 GCA_014196505.1,Pseudomonadota
 GCA_001542405.1,Pseudomonadota
 GCA_000312665.1,Pseudomonadota
 GCA_000577275.2,Pseudomonadota
 GCA_002531755.2,Pseudomonadota
 GCA_003240585.1,Pseudomonadota
 GCA_003627755.1,Pseudomonadota
 GCA_900094555.1,Pseudomonadota
 GCA_900094585.1,Pseudomonadota
 GCA_008370325.1,Pseudomonadota
 GCA_000359745.1,Pseudomonadota
 GCA_014196535.1,Pseudomonadota
 GCA_003574625.1,Pseudomonadota
 GCA_009827055.1,Pseudomonadota
 GCA_004341885.1,Pseudomonadota
 GCA_001885585.1,Pseudomonadota
 GCA_001931685.1,Pseudomonadota
 GCA_008932245.1,Pseudomonadota
 GCA_000427465.1,Pseudomonadota
 GCA_001651875.1,Pseudomonadota
 GCA_002078505.1,Pseudomonadota
 GCA_001651865.1,Pseudomonadota
 GCA_004342225.1,Pseudomonadota
 GCA_004354915.1,Pseudomonadota
 GCA_000154705.2,Pseudomonadota
 GCA_003182275.1,Pseudomonadota
 GCA_003992625.1,Pseudomonadota
 GCA_003994485.1,Pseudomonadota
 GCA_000969415.1,Pseudomonadota
 GCA_000743575.1,Pseudomonadota
 GCA_900116545.1,Pseudomonadota
 GCA_014197055.1,Pseudomonadota
 GCA_001650025.1,Pseudomonadota
 GCA_000969445.1,Pseudomonadota
 GCA_000971295.1,Pseudomonadota
 GCA_000971275.1,Pseudomonadota
 GCA_003056345.1,Pseudomonadota
 GCA_000429865.1,Pseudomonadota
 GCA_004363175.1,Pseudomonadota
 GCA_013626205.1,Pseudomonadota
 GCA_000230975.3,Pseudomonadota
 GCA_000383415.1,Pseudomonadota
 GCA_900104305.1,Pseudomonadota
 GCA_013306565.1,Pseudomonadota
 GCA_001708935.1,Pseudomonadota
 GCA_000374145.1,Pseudomonadota
 GCA_900107585.1,Pseudomonadota
 GCA_900113695.1,Pseudomonadota
 GCA_900106695.1,Pseudomonadota
 GCA_014201905.1,Pseudomonadota
 GCA_002860325.1,Pseudomonadota
 GCA_900142295.1,Pseudomonadota
 GCA_900112335.1,Pseudomonadota
 GCA_900188335.1,Pseudomonadota
 GCA_003003255.1,Pseudomonadota
 GCA_900172235.1,Pseudomonadota
 GCA_900109955.1,Pseudomonadota
 GCA_007004645.1,Pseudomonadota
 GCA_000812665.2,Pseudomonadota
 GCA_001550095.1,Pseudomonadota
 GCA_003050785.1,Pseudomonadota
 GCA_900113955.1,Pseudomonadota
 GCA_001308265.1,Pseudomonadota
 GCA_900109555.1,Pseudomonadota
 GCA_003814915.1,Pseudomonadota
 GCA_002285415.1,Pseudomonadota
 GCA_002285435.1,Pseudomonadota
 GCA_000647975.1,Pseudomonadota
 GCA_004345735.1,Pseudomonadota
 GCA_009649175.1,Pseudomonadota
 GCA_004342445.1,Pseudomonadota
 GCA_900108275.1,Pseudomonadota
 GCA_001458295.1,Pseudomonadota
 GCA_900182615.1,Pseudomonadota
 GCA_900129345.1,Pseudomonadota
 GCA_001518015.1,Pseudomonadota
 GCA_003003215.1,Pseudomonadota
 GCA_900102795.1,Pseudomonadota
 GCA_001888185.1,Pseudomonadota
 GCA_000473205.1,Pseudomonadota
 GCA_002087335.1,Pseudomonadota
 GCA_000473165.1,Pseudomonadota
 GCA_000473325.1,Pseudomonadota
 GCA_900109035.1,Pseudomonadota
 GCA_002222635.1,Pseudomonadota
 GCA_003054325.1,Pseudomonadota
 GCA_900113435.1,Pseudomonadota
 GCA_900102535.1,Pseudomonadota
 GCA_900116285.1,Pseudomonadota
 GCA_900103185.1,Pseudomonadota
 GCA_014337925.1,Pseudomonadota
 GCA_012932215.1,Pseudomonadota
 GCA_002115725.1,Pseudomonadota
 GCA_900129875.1,Pseudomonadota
 GCA_000153725.1,Pseudomonadota
 GCA_900102075.1,Pseudomonadota
 GCA_900116195.1,Pseudomonadota
 GCA_000442255.1,Pseudomonadota
 GCA_003208435.1,Pseudomonadota
 GCA_900188425.1,Pseudomonadota
 GCA_900184945.1,Pseudomonadota
 GCA_014196795.1,Pseudomonadota
 GCA_000169415.1,Pseudomonadota
 GCA_900176475.1,Pseudomonadota
 GCA_003054175.1,Pseudomonadota
 GCA_900107235.1,Pseudomonadota
 GCA_000521785.1,Pseudomonadota
 GCA_900109705.1,Pseudomonadota
 GCA_000521865.1,Pseudomonadota
 GCA_900115815.1,Pseudomonadota
 GCA_900156805.1,Pseudomonadota
 GCA_900108225.1,Pseudomonadota
 GCA_900188035.1,Pseudomonadota
 GCA_007923445.1,Pseudomonadota
 GCA_004342065.1,Pseudomonadota
 GCA_000152725.1,Pseudomonadota
 GCA_000688295.1,Pseudomonadota
 GCA_900182725.1,Pseudomonadota
 GCA_900110775.1,Pseudomonadota
 GCA_900142765.1,Pseudomonadota
 GCA_900172255.1,Pseudomonadota
 GCA_900142665.1,Pseudomonadota
 GCA_001441615.1,Pseudomonadota
 GCA_002917925.1,Pseudomonadota
 GCA_004761875.1,Pseudomonadota
 GCA_900142625.1,Pseudomonadota
 GCA_900115165.1,Pseudomonadota
 GCA_002080415.1,Pseudomonadota
 GCA_900109455.1,Pseudomonadota
 GCA_900156535.1,Pseudomonadota
 GCA_900172335.1,Pseudomonadota
 GCA_900107355.1,Pseudomonadota
 GCA_900142085.1,Pseudomonadota
 GCA_005518135.1,Pseudomonadota
 GCA_001458175.1,Pseudomonadota
 GCA_900114415.1,Pseudomonadota
 GCA_004346865.1,Pseudomonadota
 GCA_003014475.1,Pseudomonadota
 GCA_900129685.1,Pseudomonadota
 GCA_900110425.1,Pseudomonadota
 GCA_002105285.1,Pseudomonadota
 GCA_000472185.1,Pseudomonadota
 GCA_900115865.1,Pseudomonadota
 GCA_003003355.1,Pseudomonadota
 GCA_001187845.1,Pseudomonadota
 GCA_000155675.2,Pseudomonadota
 GCA_000153305.1,Pseudomonadota
 GCA_900141735.1,Pseudomonadota
 GCA_000379485.1,Pseudomonadota
 GCA_002723615.1,Pseudomonadota
 GCA_900172345.1,Pseudomonadota
 GCA_900102015.1,Pseudomonadota
 GCA_003217255.1,Pseudomonadota
 GCA_000442315.1,Pseudomonadota
 GCA_006152145.1,Pseudomonadota
 GCA_000600335.2,Pseudomonadota
 GCA_011806565.1,Pseudomonadota
 GCA_900184895.1,Pseudomonadota
 GCA_900110065.1,Pseudomonadota
 GCA_900128995.1,Pseudomonadota
 GCA_900114485.1,Pseudomonadota
 GCA_900114675.1,Pseudomonadota
 GCA_900156505.1,Pseudomonadota
 GCA_003058085.1,Pseudomonadota
 GCA_900115105.1,Pseudomonadota
 GCA_002933395.1,Pseudomonadota
 GCA_002158905.1,Pseudomonadota
 GCA_900129845.1,Pseudomonadota
 GCA_001049735.1,Pseudomonadota
 GCA_004365635.1,Pseudomonadota
 GCA_900129235.1,Pseudomonadota
 GCA_003663885.1,Pseudomonadota
 GCA_900107015.1,Pseudomonadota
 GCA_900111945.1,Pseudomonadota
 GCA_000442275.2,Pseudomonadota
 GCA_003054285.1,Pseudomonadota
 GCA_000018145.1,Pseudomonadota
 GCA_000590925.1,Pseudomonadota
 GCA_001879695.1,Pseudomonadota
 GCA_000877395.1,Pseudomonadota
 GCA_900107415.1,Pseudomonadota
 GCA_001403795.1,Pseudomonadota
 GCA_900109285.1,Pseudomonadota
 GCA_900113875.1,Pseudomonadota
 GCA_001408515.1,Pseudomonadota
 GCA_001458315.1,Pseudomonadota
 GCA_003003095.1,Pseudomonadota
 GCA_900115595.1,Pseudomonadota
 GCA_002751875.1,Pseudomonadota
 GCA_009835145.1,Pseudomonadota
 GCA_003253995.1,Pseudomonadota
 GCA_900141995.1,Pseudomonadota
 GCA_900110115.1,Pseudomonadota
 GCA_900172315.1,Pseudomonadota
 GCA_900106675.1,Pseudomonadota
 GCA_001202025.1,Pseudomonadota
 GCA_001202035.1,Pseudomonadota
 GCA_007859075.1,Pseudomonadota
 GCA_000429765.1,Pseudomonadota
 GCA_004054105.1,Pseudomonadota
 GCA_000763805.1,Pseudomonadota
 GCA_002105555.1,Pseudomonadota
 GCA_900108405.1,Pseudomonadota
 GCA_900142875.1,Pseudomonadota
 GCA_900102885.1,Pseudomonadota
 GCA_007018965.1,Pseudomonadota
 GCA_000444995.1,Pseudomonadota
 GCA_900156255.1,Pseudomonadota
 GCA_009301415.1,Pseudomonadota
 GCA_001546115.1,Pseudomonadota
 GCA_900182695.1,Pseudomonadota
 GCA_005048265.1,Pseudomonadota
 GCA_003594815.1,Pseudomonadota
 GCA_900102505.1,Pseudomonadota
 GCA_003255745.1,Pseudomonadota
 GCA_900188295.1,Pseudomonadota
 GCA_900111675.1,Pseudomonadota
 GCA_900199195.1,Pseudomonadota
 GCA_003709565.1,Pseudomonadota
 GCA_900110285.1,Pseudomonadota
 GCA_900101865.1,Pseudomonadota
 GCA_003034995.1,Pseudomonadota
 GCA_000714535.1,Pseudomonadota
 GCA_001940525.2,Pseudomonadota
 GCA_000714545.1,Pseudomonadota
 GCA_002973535.1,Pseudomonadota
 GCA_900499075.1,Pseudomonadota
 GCA_900102905.1,Pseudomonadota
 GCA_900231835.1,Pseudomonadota
 GCA_002105465.1,Pseudomonadota
 GCA_002088945.1,Pseudomonadota
 GCA_003576245.1,Pseudomonadota
 GCA_003576345.1,Pseudomonadota
 GCA_000376805.1,Pseudomonadota
 GCA_002088935.1,Pseudomonadota
 GCA_000685295.1,Pseudomonadota
 GCA_000685275.1,Pseudomonadota
 GCA_000013025.1,Pseudomonadota
 GCA_000420665.1,Pseudomonadota
 GCA_000378345.1,Pseudomonadota
 GCA_000023785.1,Pseudomonadota
 GCA_003254705.1,Pseudomonadota
 GCA_001375595.1,Pseudomonadota
 GCA_002310375.3,Pseudomonadota
 GCA_010977555.1,Pseudomonadota
 GCA_001414055.1,Pseudomonadota
 GCA_002749615.1,Pseudomonadota
 GCA_003966695.1,Pseudomonadota
 GCA_000204015.1,Pseudomonadota
 GCA_900100255.1,Pseudomonadota
 GCA_000466985.1,Pseudomonadota
 GCA_003730275.1,Pseudomonadota
 GCA_000144605.1,Pseudomonadota
 GCA_000701445.1,Pseudomonadota
 GCA_014199945.1,Pseudomonadota
 GCA_014202075.1,Pseudomonadota
 GCA_900116065.1,Pseudomonadota
 GCA_014196125.1,Pseudomonadota
 GCA_004614235.1,Pseudomonadota
 GCA_014199955.1,Pseudomonadota
 GCA_011761985.1,Pseudomonadota
 GCA_003350205.1,Pseudomonadota
 GCA_000365025.1,Pseudomonadota
 GCA_000428525.1,Pseudomonadota
 GCA_900103475.1,Pseudomonadota
 GCA_004793635.1,Pseudomonadota
 GCA_000420265.1,Pseudomonadota
 GCA_000382325.1,Pseudomonadota
 GCA_009712425.2,Pseudomonadota
 GCA_000733125.1,Pseudomonadota
 GCA_000152825.2,Pseudomonadota
 GCA_003173055.1,Pseudomonadota
 GCA_000427665.1,Pseudomonadota
 GCA_002251735.1,Pseudomonadota
 GCA_004363235.1,Pseudomonadota
 GCA_008365375.1,Pseudomonadota
 GCA_000576635.1,Pseudomonadota
 GCA_000429645.1,Pseudomonadota
 GCA_001296005.1,Pseudomonadota
 GCA_007828035.1,Pseudomonadota
 GCA_002195995.1,Pseudomonadota
 GCA_900100655.1,Pseudomonadota
 GCA_011683915.1,Pseudomonadota
 GCA_000374005.1,Pseudomonadota
 GCA_900156605.1,Pseudomonadota
 GCA_002937115.1,Pseudomonadota
 GCA_002005465.1,Pseudomonadota
 GCA_004346035.1,Pseudomonadota
 GCA_000378165.1,Pseudomonadota
 GCA_002723955.1,Pseudomonadota
 GCA_002723935.1,Pseudomonadota
 GCA_006539125.1,Pseudomonadota
 GCA_000234355.2,Pseudomonadota
 GCA_011516925.1,Pseudomonadota
 GCA_002738225.1,Pseudomonadota
 GCA_000429165.1,Pseudomonadota
 GCA_000613305.1,Pseudomonadota
 GCA_003207855.1,Pseudomonadota
 GCA_003207815.1,Pseudomonadota
 GCA_000964425.1,Pseudomonadota
 GCA_004302915.1,Pseudomonadota
 GCA_003207865.1,Pseudomonadota
 GCA_003207795.1,Pseudomonadota
 GCA_014174305.1,Pseudomonadota
 GCA_014174355.1,Pseudomonadota
 GCA_014174155.1,Pseudomonadota
 GCA_003350405.1,Pseudomonadota
 GCA_014174395.1,Pseudomonadota
 GCA_014174215.1,Pseudomonadota
 GCA_014174375.1,Pseudomonadota
 GCA_014174275.1,Pseudomonadota
 GCA_014174255.1,Pseudomonadota
 GCA_014192375.1,Pseudomonadota
 GCA_001889545.1,Pseudomonadota
 GCA_900156265.1,Pseudomonadota
 GCA_000202835.1,Pseudomonadota
 GCA_004353985.1,Pseudomonadota
 GCA_004761865.1,Pseudomonadota
 GCA_009900765.1,Pseudomonadota
 GCA_000425365.1,Pseudomonadota
 GCA_003253705.1,Pseudomonadota
 GCA_000164635.1,Pseudomonadota
 GCA_003116135.1,Pseudomonadota
 GCA_014490485.1,Pseudomonadota
 GCA_014490445.1,Pseudomonadota
 GCA_000711725.1,Pseudomonadota
 GCA_006438825.1,Pseudomonadota
 GCA_900141905.1,Pseudomonadota
 GCA_014199205.1,Pseudomonadota
 GCA_000378465.1,Pseudomonadota
 GCA_000426505.1,Pseudomonadota
 GCA_000238815.2,Pseudomonadota
 GCA_001968985.1,Pseudomonadota
 GCA_000218625.1,Pseudomonadota
 GCA_004087915.1,Pseudomonadota
 GCA_003664005.1,Pseudomonadota
 GCA_900188395.1,Pseudomonadota
 GCA_000445475.1,Pseudomonadota
 GCA_003633715.1,Pseudomonadota
 GCA_001595645.1,Pseudomonadota
 GCA_013201645.1,Pseudomonadota
 GCA_002119425.1,Pseudomonadota
 GCA_000010985.1,Pseudomonadota
 GCA_000420385.1,Pseudomonadota
 GCA_002335445.1,Pseudomonadota
 GCA_000012965.1,Pseudomonadota
 GCA_008362905.1,Pseudomonadota
 GCA_000987835.1,Pseudomonadota
 GCA_000512735.1,Pseudomonadota
 GCA_000765825.2,Pseudomonadota
 GCA_000469585.1,Pseudomonadota
 GCA_000021725.1,Pseudomonadota
 GCA_002742695.1,Pseudomonadota
 GCA_004339575.1,Pseudomonadota
 GCA_000487995.1,Pseudomonadota
 GCA_000194135.1,Pseudomonadota
 GCA_000177635.2,Pseudomonadota
 GCA_002878065.1,Pseudomonadota
 GCA_000025725.1,Pseudomonadota
 GCA_000687535.1,Pseudomonadota
 GCA_000744435.1,Pseudomonadota
 GCA_900182585.1,Pseudomonadota
 GCA_003364315.1,Pseudomonadota
 GCA_004339245.1,Pseudomonadota
 GCA_000242915.2,Pseudomonadota
 GCA_000185805.1,Pseudomonadota
