Taxon,Divergence
 GCA_001758365.1,Cyanobacteriota+Chloroflexota
 GCA_000426305.1,Cyanobacteriota+Chloroflexota
 GCA_000983115.1,Cyanobacteriota+Chloroflexota
 GCA_000160035.2,Cyanobacteriota+Chloroflexota
 GCA_000016545.1,Cyanobacteriota+Chloroflexota
 GCA_000427425.1,Cyanobacteriota+Chloroflexota
 GCA_000016985.1,Cyanobacteriota+Chloroflexota
 GCA_900167185.1,Cyanobacteriota+Chloroflexota
 GCA_000231405.3,Cyanobacteriota+Chloroflexota
 GCA_900130065.1,Cyanobacteriota+Chloroflexota
 GCA_000244895.1,Cyanobacteriota+Chloroflexota
 GCA_900143645.1,Cyanobacteriota+Chloroflexota
 GCA_000163895.2,Cyanobacteriota+Chloroflexota
 GCA_004346095.1,Cyanobacteriota+Chloroflexota
 GCA_001189495.1,Cyanobacteriota+Chloroflexota
 GCA_900141835.1,Cyanobacteriota+Chloroflexota
 GCA_000384135.1,Cyanobacteriota+Chloroflexota
 GCA_001730685.1,Cyanobacteriota+Chloroflexota
 GCA_000511955.1,Cyanobacteriota+Chloroflexota
 GCA_900100785.1,Cyanobacteriota+Chloroflexota
 GCA_004369205.1,Cyanobacteriota+Chloroflexota
 GCA_900103425.1,Cyanobacteriota+Chloroflexota
 GCA_900113335.1,Cyanobacteriota+Chloroflexota
 GCA_000147695.3,Cyanobacteriota+Chloroflexota
 GCA_900096945.1,Cyanobacteriota+Chloroflexota
 GCA_000231385.3,Cyanobacteriota+Chloroflexota
 GCA_003096635.1,Cyanobacteriota+Chloroflexota
 GCA_000147675.2,Cyanobacteriota+Chloroflexota
 GCA_004340125.1,Cyanobacteriota+Chloroflexota
 GCA_000160115.1,Cyanobacteriota+Chloroflexota
 GCA_001940565.1,Cyanobacteriota+Chloroflexota
 GCA_000194985.1,Cyanobacteriota+Chloroflexota
 GCA_000620945.1,Cyanobacteriota+Chloroflexota
 GCA_900101845.1,Cyanobacteriota+Chloroflexota
 GCA_900176355.1,Cyanobacteriota+Chloroflexota
 GCA_900110485.1,Cyanobacteriota+Chloroflexota
 GCA_009696605.1,Cyanobacteriota+Chloroflexota
 GCA_009905255.1,Cyanobacteriota+Chloroflexota
 GCA_003201875.1,Cyanobacteriota+Chloroflexota
 GCA_001941975.1,Cyanobacteriota+Chloroflexota
 GCA_000185505.1,Cyanobacteriota+Chloroflexota
 GCA_004364155.1,Cyanobacteriota+Chloroflexota
 GCA_003054495.1,Cyanobacteriota+Chloroflexota
 GCA_000020005.1,Cyanobacteriota+Chloroflexota
 GCA_002051585.1,Cyanobacteriota+Chloroflexota
 GCA_000620125.1,Cyanobacteriota+Chloroflexota
 GCA_900104455.1,Cyanobacteriota+Chloroflexota
 GCA_000374545.1,Cyanobacteriota+Chloroflexota
 GCA_003814745.1,Cyanobacteriota+Chloroflexota
 GCA_002998925.1,Cyanobacteriota+Chloroflexota
 GCA_000146345.1,Cyanobacteriota+Chloroflexota
 GCA_000621485.1,Cyanobacteriota+Chloroflexota
 GCA_900142165.1,Cyanobacteriota+Chloroflexota
 GCA_000875945.1,Cyanobacteriota+Chloroflexota
 GCA_000472665.1,Cyanobacteriota+Chloroflexota
 GCA_000350485.1,Cyanobacteriota+Chloroflexota
 GCA_000175795.2,Cyanobacteriota+Chloroflexota
 GCA_000213975.1,Cyanobacteriota+Chloroflexota
 GCA_002995795.1,Cyanobacteriota+Chloroflexota
 GCA_000423525.1,Cyanobacteriota+Chloroflexota
 GCA_900141895.1,Cyanobacteriota+Chloroflexota
 GCA_902381825.1,Cyanobacteriota+Chloroflexota
 GCA_003368535.1,Cyanobacteriota+Chloroflexota
 GCA_900176035.1,Cyanobacteriota+Chloroflexota
 GCA_000513555.1,Cyanobacteriota+Chloroflexota
 GCA_001950255.1,Cyanobacteriota+Chloroflexota
 GCA_900129915.1,Cyanobacteriota+Chloroflexota
 GCA_000307265.1,Cyanobacteriota+Chloroflexota
 GCA_009932395.1,Cyanobacteriota+Chloroflexota
 GCA_000190635.1,Cyanobacteriota+Chloroflexota
 GCA_001042715.1,Cyanobacteriota+Chloroflexota
 GCA_001405015.1,Cyanobacteriota+Chloroflexota
 GCA_002896855.1,Cyanobacteriota+Chloroflexota
 GCA_900109225.1,Cyanobacteriota+Chloroflexota
 GCA_003752155.1,Cyanobacteriota+Chloroflexota
 GCA_900142275.1,Cyanobacteriota+Chloroflexota
 GCA_900102435.1,Cyanobacteriota+Chloroflexota
 GCA_900143285.1,Cyanobacteriota+Chloroflexota
 GCA_002285495.1,Cyanobacteriota+Chloroflexota
 GCA_003992125.1,Cyanobacteriota+Chloroflexota
 GCA_000517025.1,Cyanobacteriota+Chloroflexota
 GCA_001263415.1,Cyanobacteriota+Chloroflexota
 GCA_003337415.1,Cyanobacteriota+Chloroflexota
 GCA_900114615.1,Cyanobacteriota+Chloroflexota
 GCA_004154955.1,Cyanobacteriota+Chloroflexota
 GCA_014284475.1,Cyanobacteriota+Chloroflexota
 GCA_008086595.1,Cyanobacteriota+Chloroflexota
 GCA_002995745.1,Cyanobacteriota+Chloroflexota
 GCA_000455225.1,Cyanobacteriota+Chloroflexota
 GCA_002838815.1,Cyanobacteriota+Chloroflexota
 GCA_001675165.1,Cyanobacteriota+Chloroflexota
 GCA_900129265.1,Cyanobacteriota+Chloroflexota
 GCA_900142375.1,Cyanobacteriota+Chloroflexota
 GCA_000430995.1,Cyanobacteriota+Chloroflexota
 GCA_000166355.1,Cyanobacteriota+Chloroflexota
 GCA_000166775.1,Cyanobacteriota+Chloroflexota
 GCA_900142645.1,Cyanobacteriota+Chloroflexota
 GCA_000312505.3,Cyanobacteriota+Chloroflexota
 GCA_002243385.1,Cyanobacteriota+Chloroflexota
 GCA_003023745.1,Cyanobacteriota+Chloroflexota
 GCA_900142025.1,Cyanobacteriota+Chloroflexota
 GCA_000429345.1,Cyanobacteriota+Chloroflexota
 GCA_010906925.1,Cyanobacteriota+Chloroflexota
 GCA_900454685.1,Cyanobacteriota+Chloroflexota
 GCA_900638585.1,Cyanobacteriota+Chloroflexota
 GCA_900112485.1,Cyanobacteriota+Chloroflexota
 GCA_900103535.1,Cyanobacteriota+Chloroflexota
 GCA_004341685.1,Cyanobacteriota+Chloroflexota
 GCA_000381065.1,Cyanobacteriota+Chloroflexota
 GCA_900129805.1,Cyanobacteriota+Chloroflexota
 GCA_002995805.1,Cyanobacteriota+Chloroflexota
 GCA_002995755.1,Cyanobacteriota+Chloroflexota
 GCA_900129115.1,Cyanobacteriota+Chloroflexota
 GCA_900142995.1,Cyanobacteriota+Chloroflexota
 GCA_900107485.1,Cyanobacteriota+Chloroflexota
 GCA_001512915.1,Cyanobacteriota+Chloroflexota
 GCA_001513045.1,Cyanobacteriota+Chloroflexota
 GCA_900141845.1,Cyanobacteriota+Chloroflexota
 GCA_000686705.1,Cyanobacteriota+Chloroflexota
 GCA_002257705.1,Cyanobacteriota+Chloroflexota
 GCA_900129225.1,Cyanobacteriota+Chloroflexota
 GCA_000312025.1,Cyanobacteriota+Chloroflexota
 GCA_000283575.1,Cyanobacteriota+Chloroflexota
 GCA_000165735.1,Cyanobacteriota+Chloroflexota
 GCA_000732635.1,Cyanobacteriota+Chloroflexota
 GCA_000213255.1,Cyanobacteriota+Chloroflexota
 GCA_008151785.1,Cyanobacteriota+Chloroflexota
 GCA_000246895.2,Cyanobacteriota+Chloroflexota
 GCA_000297115.1,Cyanobacteriota+Chloroflexota
 GCA_001006285.1,Cyanobacteriota+Chloroflexota
 GCA_000521465.1,Cyanobacteriota+Chloroflexota
 GCA_900450455.1,Cyanobacteriota+Chloroflexota
 GCA_900156285.1,Cyanobacteriota+Chloroflexota
 GCA_000308255.3,Cyanobacteriota+Chloroflexota
 GCA_001440545.1,Cyanobacteriota+Chloroflexota
 GCA_000961585.1,Cyanobacteriota+Chloroflexota
 GCA_000961805.1,Cyanobacteriota+Chloroflexota
 GCA_000961765.1,Cyanobacteriota+Chloroflexota
 GCA_000961575.1,Cyanobacteriota+Chloroflexota
 GCA_000961595.1,Cyanobacteriota+Chloroflexota
 GCA_002934545.1,Cyanobacteriota+Chloroflexota
 GCA_900167555.1,Cyanobacteriota+Chloroflexota
 GCA_000619945.1,Cyanobacteriota+Chloroflexota
 GCA_000802095.1,Cyanobacteriota+Chloroflexota
 GCA_000802045.1,Cyanobacteriota+Chloroflexota
 GCA_008124625.1,Cyanobacteriota+Chloroflexota
 GCA_000024205.1,Cyanobacteriota+Chloroflexota
 GCA_000239275.1,Cyanobacteriota+Chloroflexota
 GCA_001611555.1,Cyanobacteriota+Chloroflexota
 GCA_008125075.1,Cyanobacteriota+Chloroflexota
 GCA_000686725.1,Cyanobacteriota+Chloroflexota
 GCA_900176305.1,Cyanobacteriota+Chloroflexota
 GCA_000387765.1,Cyanobacteriota+Chloroflexota
 GCA_003201285.1,Cyanobacteriota+Chloroflexota
 GCA_900142105.1,Cyanobacteriota+Chloroflexota
 GCA_000016165.1,Cyanobacteriota+Chloroflexota
 GCA_004346165.1,Cyanobacteriota+Chloroflexota
 GCA_900142245.1,Cyanobacteriota+Chloroflexota
 GCA_001594005.1,Cyanobacteriota+Chloroflexota
 GCA_003815015.1,Cyanobacteriota+Chloroflexota
 GCA_001461035.1,Cyanobacteriota+Chloroflexota
 GCA_900167205.1,Cyanobacteriota+Chloroflexota
 GCA_900103815.1,Cyanobacteriota+Chloroflexota
 GCA_009720735.1,Cyanobacteriota+Chloroflexota
 GCA_000144695.1,Cyanobacteriota+Chloroflexota
 GCA_900107405.1,Cyanobacteriota+Chloroflexota
 GCA_003992065.1,Cyanobacteriota+Chloroflexota
 GCA_001485475.2,Cyanobacteriota+Chloroflexota
 GCA_009649955.1,Cyanobacteriota+Chloroflexota
 GCA_000747665.1,Cyanobacteriota+Chloroflexota
 GCA_004369225.1,Cyanobacteriota+Chloroflexota
 GCA_900103835.1,Cyanobacteriota+Chloroflexota
 GCA_001562415.1,Cyanobacteriota+Chloroflexota
 GCA_001562425.1,Cyanobacteriota+Chloroflexota
 GCA_001601575.1,Cyanobacteriota+Chloroflexota
 GCA_000621585.1,Cyanobacteriota+Chloroflexota
 GCA_000189775.3,Cyanobacteriota+Chloroflexota
 GCA_900104115.1,Cyanobacteriota+Chloroflexota
 GCA_000953215.1,Cyanobacteriota+Chloroflexota
 GCA_900108045.1,Cyanobacteriota+Chloroflexota
 GCA_002029295.1,Cyanobacteriota+Chloroflexota
 GCA_001584565.1,Cyanobacteriota+Chloroflexota
 GCA_003862485.1,Cyanobacteriota+Chloroflexota
 GCA_900130005.1,Cyanobacteriota+Chloroflexota
 GCA_900129815.1,Cyanobacteriota+Chloroflexota
 GCA_000178835.2,Cyanobacteriota+Chloroflexota
 GCA_900111595.1,Cyanobacteriota+Chloroflexota
 GCA_002006345.1,Cyanobacteriota+Chloroflexota
 GCA_900142225.1,Cyanobacteriota+Chloroflexota
 GCA_009428905.1,Cyanobacteriota+Chloroflexota
 GCA_000145215.1,Cyanobacteriota+Chloroflexota
 GCA_003966895.1,Cyanobacteriota+Chloroflexota
 GCA_900114545.1,Cyanobacteriota+Chloroflexota
 GCA_900142215.1,Cyanobacteriota+Chloroflexota
 GCA_000144645.1,Cyanobacteriota+Chloroflexota
 GCA_900176005.1,Cyanobacteriota+Chloroflexota
 GCA_900129075.1,Cyanobacteriota+Chloroflexota
 GCA_900142145.1,Cyanobacteriota+Chloroflexota
 GCA_001515955.1,Cyanobacteriota+Chloroflexota
 GCA_900142235.1,Cyanobacteriota+Chloroflexota
 GCA_000311985.1,Cyanobacteriota+Chloroflexota
 GCA_014207605.1,Cyanobacteriota+Chloroflexota
 GCA_000012865.1,Cyanobacteriota+Chloroflexota
 GCA_000364225.1,Cyanobacteriota+Chloroflexota
 GCA_001466305.1,Cyanobacteriota+Chloroflexota
 GCA_000020485.1,Cyanobacteriota+Chloroflexota
 GCA_001311925.1,Cyanobacteriota+Chloroflexota
 GCA_000169155.1,Cyanobacteriota+Chloroflexota
 GCA_007830175.1,Cyanobacteriota+Chloroflexota
 GCA_000495435.3,Cyanobacteriota+Chloroflexota
 GCA_900103005.1,Cyanobacteriota+Chloroflexota
 GCA_003865095.1,Cyanobacteriota+Chloroflexota
 GCA_000601455.1,Cyanobacteriota+Chloroflexota
GCA_000170755.1,Chlamydiota
 GCA_000025905.1,Chlamydiota
 GCA_001580015.1,Chlamydiota
 GCA_001580045.1,Chlamydiota
 GCA_000972765.1,Chlamydiota
 GCA_000155695.1,Chlamydiota
 GCA_000019665.1,Chlamydiota
 GCA_000378105.1,Chlamydiota
 GCA_900141815.1,Chlamydiota
 GCA_007992435.1,Chlamydiota
 GCA_014203045.1,Chlamydiota
 GCA_014203095.1,Chlamydiota
 GCA_003315205.1,Chlamydiota
 GCA_002290555.1,Chlamydiota
 GCA_001303885.1,Chlamydiota
 GCA_001303465.1,Chlamydiota
 GCA_001303665.1,Chlamydiota
 GCA_001302825.1,Chlamydiota
 GCA_001303695.1,Chlamydiota
GCA_000755505.1,Pseudomonadota
 GCA_000284315.1,Pseudomonadota
 GCA_014155765.1,Pseudomonadota
 GCA_001485295.1,Pseudomonadota
 GCA_003846135.1,Pseudomonadota
 GCA_000439375.1,Pseudomonadota
 GCA_002075345.1,Pseudomonadota
 GCA_013337685.1,Pseudomonadota
 GCA_001266615.1,Pseudomonadota
 GCA_900635475.1,Pseudomonadota
 GCA_003315335.1,Pseudomonadota
 GCA_000734965.1,Pseudomonadota
 GCA_000982825.1,Pseudomonadota
 GCA_003818135.1,Pseudomonadota
 GCA_001654835.1,Pseudomonadota
 GCA_001654925.1,Pseudomonadota
 GCA_003601925.1,Pseudomonadota
 GCA_003614975.1,Pseudomonadota
 GCA_003602095.1,Pseudomonadota
 GCA_003610915.1,Pseudomonadota
 GCA_004330295.1,Pseudomonadota
 GCA_002093625.1,Pseudomonadota
 GCA_002093665.1,Pseudomonadota
 GCA_900635445.1,Pseudomonadota
 GCA_900155695.1,Pseudomonadota
 GCA_001112925.1,Pseudomonadota
 GCA_000252955.1,Pseudomonadota
 GCA_002632725.1,Pseudomonadota
 GCA_001037465.1,Pseudomonadota
 GCA_002127545.1,Pseudomonadota
 GCA_002632875.1,Pseudomonadota
 GCA_001908095.1,Pseudomonadota
 GCA_001908105.1,Pseudomonadota
 GCA_003610465.1,Pseudomonadota
 GCA_001028135.1,Pseudomonadota
 GCA_000968175.1,Pseudomonadota
 GCA_000968195.1,Pseudomonadota
 GCA_900115195.1,Pseudomonadota
 GCA_002127535.1,Pseudomonadota
 GCA_002632825.1,Pseudomonadota
 GCA_003386665.1,Pseudomonadota
 GCA_014467235.1,Pseudomonadota
 GCA_002632465.1,Pseudomonadota
 GCA_011189575.1,Pseudomonadota
 GCA_001654855.1,Pseudomonadota
 GCA_001676055.1,Pseudomonadota
 GCA_000314855.2,Pseudomonadota
 GCA_000314895.2,Pseudomonadota
 GCA_900111395.1,Pseudomonadota
 GCA_003363015.1,Pseudomonadota
 GCA_003666245.1,Pseudomonadota
 GCA_005484945.1,Pseudomonadota
 GCA_004342665.1,Pseudomonadota
 GCA_004343195.1,Pseudomonadota
 GCA_000517425.1,Pseudomonadota
 GCA_003201855.1,Pseudomonadota
 GCA_000420525.1,Pseudomonadota
 GCA_000423285.1,Pseudomonadota
 GCA_000620105.1,Pseudomonadota
 GCA_000382305.1,Pseudomonadota
 GCA_900451175.1,Pseudomonadota
 GCA_003013245.1,Pseudomonadota
 GCA_900638685.1,Pseudomonadota
 GCA_014054525.1,Pseudomonadota
 GCA_002951835.1,Pseudomonadota
 GCA_007644035.2,Pseudomonadota
 GCA_003633895.1,Pseudomonadota
 GCA_000971335.1,Pseudomonadota
 GCA_900177275.1,Pseudomonadota
 GCA_000429785.1,Pseudomonadota
 GCA_900451195.1,Pseudomonadota
 GCA_900176275.1,Pseudomonadota
 GCA_000711875.1,Pseudomonadota
 GCA_000428465.1,Pseudomonadota
 GCA_000376945.1,Pseudomonadota
 GCA_000373385.1,Pseudomonadota
 GCA_009938015.1,Pseudomonadota
 GCA_003864975.1,Pseudomonadota
 GCA_005502435.1,Pseudomonadota
 GCA_001044335.1,Pseudomonadota
 GCA_000156155.1,Pseudomonadota
 GCA_900100975.1,Pseudomonadota
 GCA_009858335.1,Pseudomonadota
 GCA_002632355.1,Pseudomonadota
 GCA_900206265.1,Pseudomonadota
 GCA_900116685.1,Pseudomonadota
 GCA_006742785.1,Pseudomonadota
 GCA_900167395.1,Pseudomonadota
 GCA_900115125.1,Pseudomonadota
 GCA_900110185.1,Pseudomonadota
 GCA_000025705.1,Pseudomonadota
 GCA_000145255.1,Pseudomonadota
 GCA_000381125.1,Pseudomonadota
 GCA_001598255.1,Pseudomonadota
 GCA_002205645.1,Pseudomonadota
 GCA_002205845.1,Pseudomonadota
 GCA_004362405.1,Pseudomonadota
 GCA_005952805.1,Pseudomonadota
 GCA_004362525.1,Pseudomonadota
 GCA_004011805.1,Pseudomonadota
 GCA_001293525.1,Pseudomonadota
 GCA_000430725.1,Pseudomonadota
 GCA_001571085.1,Pseudomonadota
 GCA_002222655.1,Pseudomonadota
 GCA_006519715.1,Pseudomonadota
 GCA_001295865.1,Pseudomonadota
 GCA_001295905.1,Pseudomonadota
 GCA_000969605.1,Pseudomonadota
 GCA_000019785.1,Pseudomonadota
 GCA_004362855.1,Pseudomonadota
 GCA_001447195.1,Pseudomonadota
 GCA_009909205.1,Pseudomonadota
 GCA_004217215.1,Pseudomonadota
 GCA_001005215.1,Pseudomonadota
 GCA_900129055.1,Pseudomonadota
 GCA_000484635.1,Pseudomonadota
 GCA_900103645.1,Pseudomonadota
 GCA_014076495.1,Pseudomonadota
 GCA_014207855.1,Pseudomonadota
 GCA_900461435.1,Pseudomonadota
 GCA_902829245.1,Pseudomonadota
 GCA_000429845.1,Pseudomonadota
 GCA_008727115.1,Pseudomonadota
 GCA_000739995.1,Pseudomonadota
 GCA_900111115.1,Pseudomonadota
 GCA_003268905.1,Pseudomonadota
 GCA_014207955.1,Pseudomonadota
 GCA_000015565.1,Pseudomonadota
 GCA_003269065.1,Pseudomonadota
 GCA_900102625.1,Pseudomonadota
 GCA_900113035.1,Pseudomonadota
 GCA_900110225.1,Pseudomonadota
 GCA_000374625.1,Pseudomonadota
 GCA_003063475.1,Pseudomonadota
 GCA_000381265.1,Pseudomonadota
 GCA_000518645.1,Pseudomonadota
 GCA_003965815.1,Pseudomonadota
 GCA_006438845.1,Pseudomonadota
 GCA_001591385.1,Pseudomonadota
 GCA_000745855.1,Pseudomonadota
 GCA_003350475.1,Pseudomonadota
 GCA_001580455.1,Pseudomonadota
 GCA_004682015.1,Pseudomonadota
 GCA_004681965.1,Pseudomonadota
 GCA_009646335.1,Pseudomonadota
 GCA_003337555.1,Pseudomonadota
 GCA_001598235.1,Pseudomonadota
 GCA_000015505.1,Pseudomonadota
 GCA_000709345.1,Pseudomonadota
 GCA_004328645.1,Pseudomonadota
 GCA_001592265.1,Pseudomonadota
 GCA_001955715.1,Pseudomonadota
 GCA_003843835.1,Pseudomonadota
 GCA_000723405.1,Pseudomonadota
 GCA_001571145.1,Pseudomonadota
 GCA_001761385.1,Pseudomonadota
 GCA_001571225.1,Pseudomonadota
 GCA_001592305.1,Pseudomonadota
 GCA_007556705.1,Pseudomonadota
 GCA_004363315.1,Pseudomonadota
 GCA_002980595.1,Pseudomonadota
 GCA_900088825.1,Pseudomonadota
 GCA_002028405.1,Pseudomonadota
 GCA_001418255.1,Pseudomonadota
 GCA_001295775.1,Pseudomonadota
 GCA_000372065.1,Pseudomonadota
 GCA_000621025.1,Pseudomonadota
 GCA_013133795.1,Pseudomonadota
 GCA_000506865.1,Pseudomonadota
 GCA_004217095.1,Pseudomonadota
 GCA_000521505.1,Pseudomonadota
 GCA_902859585.1,Pseudomonadota
 GCA_902859725.1,Pseudomonadota
 GCA_000236785.2,Pseudomonadota
 GCA_902859595.1,Pseudomonadota
 GCA_002885955.2,Pseudomonadota
 GCA_900496965.1,Pseudomonadota
 GCA_903652925.1,Pseudomonadota
 GCA_902859735.1,Pseudomonadota
 GCA_013267355.1,Pseudomonadota
 GCA_001676705.1,Pseudomonadota
 GCA_001676725.1,Pseudomonadota
 GCA_004121055.1,Pseudomonadota
 GCA_900089455.2,Pseudomonadota
 GCA_004216695.1,Pseudomonadota
 GCA_008119665.1,Pseudomonadota
 GCA_003096595.1,Pseudomonadota
 GCA_002209565.1,Pseudomonadota
 GCA_004153685.1,Pseudomonadota
 GCA_004153455.1,Pseudomonadota
 GCA_004153445.1,Pseudomonadota
 GCA_004342005.1,Pseudomonadota
 GCA_014203015.1,Pseudomonadota
 GCA_000026125.1,Pseudomonadota
 GCA_000256565.1,Pseudomonadota
 GCA_001189965.1,Pseudomonadota
 GCA_001189915.1,Pseudomonadota
 GCA_001189955.1,Pseudomonadota
 GCA_002213425.1,Pseudomonadota
 GCA_004367745.1,Pseudomonadota
 GCA_001040945.1,Pseudomonadota
 GCA_009914615.1,Pseudomonadota
 GCA_001584165.1,Pseudomonadota
 GCA_001584185.1,Pseudomonadota
 GCA_002760665.1,Pseudomonadota
 GCA_003011895.2,Pseudomonadota
 GCA_002968015.1,Pseudomonadota
 GCA_001941825.1,Pseudomonadota
 GCA_000382345.1,Pseudomonadota
 GCA_003143515.1,Pseudomonadota
 GCA_000427785.1,Pseudomonadota
 GCA_900112225.1,Pseudomonadota
 GCA_000425385.1,Pseudomonadota
 GCA_004322755.1,Pseudomonadota
 GCA_004209755.1,Pseudomonadota
 GCA_009727155.1,Pseudomonadota
 GCA_007830455.1,Pseudomonadota
 GCA_004421005.1,Pseudomonadota
 GCA_900116645.1,Pseudomonadota
 GCA_009720865.1,Pseudomonadota
 GCA_000381565.1,Pseudomonadota
 GCA_009720825.1,Pseudomonadota
 GCA_900143065.1,Pseudomonadota
 GCA_000383895.1,Pseudomonadota
 GCA_001758785.1,Pseudomonadota
 GCA_009720775.1,Pseudomonadota
 GCA_003667705.1,Pseudomonadota
 GCA_900451145.1,Pseudomonadota
 GCA_003955735.1,Pseudomonadota
 GCA_003201815.1,Pseudomonadota
 GCA_013377855.1,Pseudomonadota
 GCA_003072505.1,Pseudomonadota
 GCA_002224225.1,Pseudomonadota
 GCA_001659725.1,Pseudomonadota
 GCA_900096755.1,Pseudomonadota
 GCA_001595965.1,Pseudomonadota
 GCA_002206625.1,Pseudomonadota
 GCA_002192535.1,Pseudomonadota
 GCA_001953355.1,Pseudomonadota
 GCA_001595985.1,Pseudomonadota
 GCA_000973625.1,Pseudomonadota
 GCA_002858765.1,Pseudomonadota
 GCA_001598055.1,Pseudomonadota
 GCA_900094595.1,Pseudomonadota
 GCA_013141915.1,Pseudomonadota
 GCA_900250115.1,Pseudomonadota
 GCA_000607165.1,Pseudomonadota
 GCA_008801405.1,Pseudomonadota
 GCA_000970345.1,Pseudomonadota
 GCA_000198775.1,Pseudomonadota
 GCA_002927045.1,Pseudomonadota
 GCA_000959725.1,Pseudomonadota
 GCA_001411805.1,Pseudomonadota
 GCA_002099195.1,Pseudomonadota
 GCA_902499045.1,Pseudomonadota
 GCA_003268775.1,Pseudomonadota
 GCA_000519185.1,Pseudomonadota
 GCA_000739775.1,Pseudomonadota
 GCA_000785435.2,Pseudomonadota
 GCA_000685075.1,Pseudomonadota
 GCA_000685035.1,Pseudomonadota
 GCA_000684975.1,Pseudomonadota
 GCA_003350035.1,Pseudomonadota
 GCA_902833645.1,Pseudomonadota
 GCA_000020125.1,Pseudomonadota
 GCA_000472525.1,Pseudomonadota
 GCA_000739735.1,Pseudomonadota
 GCA_902859915.1,Pseudomonadota
 GCA_001865575.1,Pseudomonadota
 GCA_900107685.1,Pseudomonadota
 GCA_007556815.1,Pseudomonadota
 GCA_900108945.1,Pseudomonadota
 GCA_002902925.1,Pseudomonadota
 GCA_001544535.2,Pseudomonadota
 GCA_000698555.1,Pseudomonadota
 GCA_001544615.2,Pseudomonadota
 GCA_001544655.2,Pseudomonadota
 GCA_900258035.1,Pseudomonadota
 GCA_001544915.2,Pseudomonadota
 GCA_900044055.2,Pseudomonadota
 GCA_001545035.2,Pseudomonadota
 GCA_001544835.2,Pseudomonadota
 GCA_001544795.2,Pseudomonadota
 GCA_001544695.2,Pseudomonadota
 GCA_001544755.2,Pseudomonadota
 GCA_001544875.2,Pseudomonadota
 GCA_001545075.2,Pseudomonadota
 GCA_001544595.2,Pseudomonadota
 GCA_003966915.1,Pseudomonadota
 GCA_001029105.3,Pseudomonadota
 GCA_001465545.3,Pseudomonadota
 GCA_000482785.1,Pseudomonadota
 GCA_002105195.1,Pseudomonadota
 GCA_004363775.1,Pseudomonadota
 GCA_004291335.1,Pseudomonadota
 GCA_900637555.1,Pseudomonadota
 GCA_003634965.1,Pseudomonadota
 GCA_000372885.1,Pseudomonadota
 GCA_005239635.1,Pseudomonadota
 GCA_900174485.1,Pseudomonadota
 GCA_000934545.1,Pseudomonadota
 GCA_902813185.1,Pseudomonadota
 GCA_000425565.1,Pseudomonadota
 GCA_006503695.1,Pseudomonadota
 GCA_003574215.1,Pseudomonadota
 GCA_900156155.1,Pseudomonadota
 GCA_000378245.1,Pseudomonadota
 GCA_012910905.1,Pseudomonadota
 GCA_012910785.1,Pseudomonadota
 GCA_000310225.1,Pseudomonadota
 GCA_001922305.1,Pseudomonadota
 GCA_001591165.1,Pseudomonadota
 GCA_000443165.1,Pseudomonadota
 GCA_004361735.1,Pseudomonadota
 GCA_000735045.1,Pseudomonadota
 GCA_000423825.1,Pseudomonadota
 GCA_001643475.1,Pseudomonadota
 GCA_003315245.1,Pseudomonadota
 GCA_001697225.1,Pseudomonadota
 GCA_003217155.1,Pseudomonadota
 GCA_900101915.1,Pseudomonadota
 GCA_001444505.1,Pseudomonadota
 GCA_009812035.1,Pseudomonadota
 GCA_003350005.1,Pseudomonadota
 GCA_000471625.1,Pseudomonadota
 GCA_003148585.1,Pseudomonadota
 GCA_001411745.2,Pseudomonadota
 GCA_013248965.1,Pseudomonadota
 GCA_014192115.1,Pseudomonadota
 GCA_000012305.1,Pseudomonadota
 GCA_001298525.1,Pseudomonadota
 GCA_007997305.1,Pseudomonadota
 GCA_900162825.1,Pseudomonadota
 GCA_900162815.1,Pseudomonadota
 GCA_000382145.1,Pseudomonadota
 GCA_002014765.1,Pseudomonadota
 GCA_002014825.1,Pseudomonadota
 GCA_002014855.1,Pseudomonadota
 GCA_002027555.1,Pseudomonadota
 GCA_002014975.1,Pseudomonadota
 GCA_900453205.1,Pseudomonadota
 GCA_000379845.1,Pseudomonadota
 GCA_009867135.1,Pseudomonadota
 GCA_900096955.1,Pseudomonadota
 GCA_900197575.1,Pseudomonadota
 GCA_000488215.1,Pseudomonadota
 GCA_001707755.1,Pseudomonadota
 GCA_001605895.1,Pseudomonadota
 GCA_001307195.1,Pseudomonadota
 GCA_000488255.1,Pseudomonadota
 GCA_900107285.1,Pseudomonadota
 GCA_900095025.1,Pseudomonadota
 GCA_000816495.1,Pseudomonadota
 GCA_900096895.1,Pseudomonadota
 GCA_000368925.1,Pseudomonadota
 GCA_001704615.3,Pseudomonadota
 GCA_000829675.1,Pseudomonadota
 GCA_001704115.1,Pseudomonadota
 GCA_000367945.1,Pseudomonadota
 GCA_009884975.1,Pseudomonadota
 GCA_900096915.1,Pseudomonadota
 GCA_900096995.1,Pseudomonadota
 GCA_008693185.1,Pseudomonadota
 GCA_004377485.1,Pseudomonadota
 GCA_004217445.1,Pseudomonadota
 GCA_001676655.1,Pseudomonadota
 GCA_003387535.1,Pseudomonadota
 GCA_000299335.2,Pseudomonadota
 GCA_000300005.1,Pseudomonadota
 GCA_900217905.1,Pseudomonadota
 GCA_000300995.1,Pseudomonadota
 GCA_011074795.1,Pseudomonadota
